bucks-chicken-and-biscuits-chicago,Linda B.,PKRT0sPZnyMm-ALuEQ30dA,"Chicago, IL",1,1,1,28,3,Jvp0bFsP1TvIQRoV_jKoTQ,3.5,2016-08-24,"This was my third visit to Buck&#39;s. The food has always been good; it&#39;s the service that has been up and down.The first time I went to Buck&#39;s, service was terrible.  I shared the kickin chicken meal and had a biscuit and egg sandwich; we had to send the chicken back because it obviously had been sitting there for a while before it was brought to our table.  That messed up the entire experience (though the biscuit was amazing).  I was close to not returning, but the server knew she messed up and wisely comped an appetizer.My second visit was much better.  I came with a group of 7 or so, and the food came out reasonably fast and tasted really good.Last week, the third time was the charm.  Alex our server was terrific.  I went back for the biscuit and egg sandwich and the half chicken meal.  The biscuits really are wonderful.  I think I probably like the chicken at Gus&#39;s a little better because they have less breading, but Buck&#39;s sides are better and the space is cuter.  It looks like the service issues have been sorted out (I hope) so this place is definitely worth a visit!"
bucks-chicken-and-biscuits-chicago,Meredith F.,9OA1H3850Z-3Q-7dSbiixA,"Chicago, IL",0,1,0,5,32,I153X9wm_QrJB5rpTrzbsQ,4.0,2016-08-18,"I think fried chicken is getting to be the &#34;hip&#34; food in Chicago these days, but I&#39;ve found that few really do it good.We started with the Devilish Eggs, which were excellent! I love the twist the smoked salmon gave them. Then we got the Mac n Cheese, which had good texture and creaminess, but you might as well call it Mac n Cream bc either the cheese was real bland or there wasn&#39;t enough. We topped it with their hot sauce with improved it tremendously.Main course, I got the 2 piece dark and biscuit. The chicken started off good, it had a good crunch to it, but the flavor tasted like something burnt, and as I ate, I think excess amount of oil in the skin started to turn my stomach. The biscuits were good, though kind of dry, but the preserves you got with it was the star of the entire meal. My husband got the OG which he said was good, but like the aforementioned dryness of the biscuits, said it needed more sauce, which was only on the stop of the sandwich.My stomach didn&#39;t feel good at all leaving Bucks, and as far as chicken goes I&#39;d say Harold&#39;s is a ton better, tho Honey Butter is still king in my book."
bucks-chicken-and-biscuits-chicago,Staci S.,TsOuUe_H4tssxax-BWgY9A,"Saint Louis, MO",0,1,1,23,518,4qgHZxOYoz5buxs6Ojqd-w,2.0,2016-08-03,"We arrived with a party of 6 around 9pm on a Sunday. We were traveling and stopping through Chicago and wanted a family friendly comfort food dining experience.The ambiance was super dark.  So dark I had to use my phone flashlight to read the menu.  I wouldn&#39;t call that family friendly. There was enough space for us all as we were the only table inside when we were seatedMy sister and I ordered iced tea. It was so strong it smelled like coffee. We both love strong tea but tea that strong should be served sweet at this southern restaurant and with a healthy dose of lemon in my opinion.I ordered the fried green tomatoes as an appetizer. They were not hot or crispy when they arrived to the table.I expected the chicken to take a while but the app took a while too which leads me to believe it sat in a window waiting to be delivered.The chicken is the star of the show for sure. It came hot, juicy and crispy. The Mac and cheese had a cheesy smokey thing going on and was very flavorful. The greens (though we as a family LOVE our greens prepared with vinegar) were as my 5 year old described &#34;too strong&#34;. The vinegar was over powering.The biscuits were amazing, though I would&#39;ve appreciated them more had they come out hot. The amount of time it took to get the chicken the biscuits (which we had to ask for after the rest of the food arrived) could&#39;ve been baked to order.  Maybe they were and the aloof,  preoccupied server just didn&#39;t bother to make sure we got them. The apple butter they were served with is delicious.The service was the cause of the 3 star review. The waitress was wack and inattentive and spacey like she didn&#39;t want to be there.  She also charged me and my sister&#39;s credit card twice for the wrong amounts and I&#39;ve contacted the restaurant 3 times since Monday and no one has called me back yet to address it.If I lived in Chicago I&#39;d go back and sit at the bar and eat and have a whiskey cocktail and I&#39;d be sure to use cash."
bucks-chicken-and-biscuits-chicago,Michael H.,R-_Uhnq9A4BqL8sH_QULoQ,"Chicago, IL",1,1,1,215,692,pcsuDA0uC-baKRUQ1l9zyw,3.0,2016-10-10,"Was craving Fried Chicken and instead of going to Popeye&#39;s for some of their huge hormone injected chicken I decided to try this joint, had heard good things.  Pretty straight forward menu &amp; I settled on a two piece white which comes with a homemade biscuit with a couple of sides.  What a disappointment, the breast literally looked like it was cut in half?  I could barely figure out which piece was the wing or the breast; literally 4 bites and 2 bites killed em both.  Biscuit had been sitting around all day, still hard after a jolt in the microwave!  Mac &amp; Cheese was real good and their homemade Hot Sauce is great, some of the best I&#39;ve had, +1 star for those.  Bottom line was I spent about $20 for a chicken dinner I could have gotten from Popeye&#39;s for $7 and gotten 3X the food!  Not sure what they&#39;re thinking here but I doubt I&#39;ll be back.. get dat did!"
bucks-chicken-and-biscuits-chicago,Andy N.,mphvb6MRmPgnIT8pmU-x0w,"Chicago, IL",1,1,1,667,143,rmyehDyoA4QAkt4YL13npw,2.0,2016-07-26,"Buck&#39;s is mm mm GOOD. The best meal we could have asked for before venturing up Halsted for Pride.I&#39;ve had this place in my bookmarks for the longest time, and only recently had the opportunity to roll in on a weekend brunch date. The restaurant is huge, and has plenty of tables for outdoor seating- perfect for summer days.We cycled through a couple of waiters (apparently we were right in the middle of them changing), and everyone was incredibly friendly and nice. Looking over the menu initially, we were intimidated to see the number of fantastic options available.I stuck with the classic and ordered the Chicken &amp; Biscuit ($9), with two dark meat pieces and kickin&#39; for that spicy flavor. The fried chicken was seriously on point. Golden, crispy, and not over-fried to the point where the batter takes dominance over the actual meat. Despite it being kickin&#39;, it was not at all spicy. The biscuit came out hot and steamy, ready to be buttered and consumed.We drank that all down with a few pitchers of Brunch Punch, which tasted like Ginger Beer mixed with Grapefruit. It was a refreshing and tasty way to start our day.Definitely looking to come back again to try more of their items. Everything looked amazing!"
bucks-chicken-and-biscuits-chicago,Julie T.,ea6lhlviZ36_ene5OeTYIQ,"Chicago, IL",1,1,1,65,7,BUhRvlt_QmLz0FDLINGAjA,4.0,2016-06-17,"Kept seeing Buck&#39;s everywhere on social media and finally got the chance to check it out last night. So it&#39;s a bar and restaurant at the same time. Decor was very nice and there was outside dining as well. Service was actually really really slow. When we sat down, we waited for a good 10 minutes before ordering, which I felt personally was too long of a wait especially in I came in hungry. Then to top it off, our food took over 23 minutes to come out... I only knew that because i was snapchatting my drink when it came out.Food was pretty decent. We had 1/2 a chicken which also came with biscuits and we got some mac &amp; cheese. The crunchiness of the chicken was pretty good. We ordered spicy chicken but there was nothing spicy about it. At least they had some homemade hot sauce which was also not spicy but it tasted pretty great. Mac &amp; cheese was very average, nothing too special. The biscuit was very soft in the inside and it was neat how they give you both jam &amp; butter. Let&#39;s say, when we left, we both devour our food and left full. Pretty decent place to check out but not sure if I&#39;ll ever crave for it. Nothing compared to what I tried out in Tennessee but it will do for some southern food."
bucks-chicken-and-biscuits-chicago,Kelene K.,eHGxCvDt_3FThkfd5LA9PA,"Chicago, IL",0,1,0,13,110,j-ZcVXr1RNoRSMKDoAyjpg,3.0,2016-10-23,"Amazing friend chicken and good cocktails! We sat on their sun porch between inside and the patio, and played cards against humanity (one of the many board games they had). Fun!"
bucks-chicken-and-biscuits-chicago,Zeshawn B.,rK1OxkChMmvajk3Y5dlgvg,"Chicago, IL",1,1,0,206,127,KyMcbpbr4R6H18ezBheoNg,4.0,2016-07-20,"This place is no better if Colonel Sanders smoked a little bit of crack cocaine and hit that kitchen and fried some chicken.Bruh, this place is glorified KFC.I get that you wanna serve these beers with chicken and biscuits in that hood, but your attempt to reinvent the wheel has failed.  If you wanna go friend chicken, you gotta fry that chicken hard. If you don&#39;t know what &#34;frying hard&#34; means, then you have no business being in the fried chicken business.Look, I am brand new AF. I have stopped hitting Churches, Popeyes, Browns, Harolds, and the Colonel.If I am going to retire the aforementioned all-star cast, then you need to come correct. Ya&#39;ll didn&#39;t. Your only redeeming quality is them biscuits. I must admit, I wanted to put one of them in my mouth and the other down my pants."
bucks-chicken-and-biscuits-chicago,Robby K.,ah9S4M1n6yzqZM0KCHMmLw,"Westmont, IL",1,1,1,107,346,J6u_H2lAtpiqVeyJyzoaQQ,3.0,2016-05-02,"Excellent date spot with fun cocktails. Great chicken, and fairly good biscuits. Trendy.Apple Butter was outstanding.  My wife really enjoyed the shrimp and grits, which i thought was just alright. The Pimento Cheese, found on the OG biscuit (among other offerings) tastes like cheddar straight out of a tub.They no longer offer a fried chicken wing topper on the Bloody Mary (I asked). To bad there are a few pictures of this fancy topper floating around.The friend chicken is great. The fiery is not hot at all, and requires some of their really good, house made hot sauce. It is spiced perfectly to accompany poultry. This place knows what they&#39;re doing, and they do it pretty good"
bucks-chicken-and-biscuits-chicago,julie q.,VS00VsR_su1efnIEWkATKQ,"Chicago, IL",1,1,0,32,110,3y8MV-4HxyRfGSGAVwwZnQ,3.0,2016-07-30,Only been for brunch and I always get the sausage egg on biscuit but make them add pimento cheese and it drives the taste up lots of notches!!  Husbo always gets the smoked pork belly and is never disappointed.I like this place for their brunch...Not sure if we&#39;ll come for the chicken.
