mediterranean-kitchen-kabob-house-seattle,Daniel Z.,tNpRyPHkm0g-wX3GWmmBZQ,"Fremont, CA",0,1,0,98,473,6ynkeCqGiHIGVLhMbtA6kg,5.0,2016-09-21,"Yum yum 

Cute little place. Ate with gf and we got the lamb shawarma and dajaj mishawi and the latter had really nicely grilled chicken 
Very yummy, try it out"
mediterranean-kitchen-kabob-house-seattle,BK J.,OyO_sOD9c6uPwlT8rGxMzg,"Shelton, WA",1,1,0,84,201,3T0cyMiPhOkE_wlobDSy0g,4.0,2016-09-07,"Good Mediterranean eats - yes please!

I stopped in to get some food to go here the night before my surgery.  The order was ready quickly and the food was tasty.  Service was polite, quick and nice.

Prices were decent and the portion was generous for the price.  I would stop in again if I am in the area."
mediterranean-kitchen-kabob-house-seattle,Priyanka N.,cvvGR01dkbQjv6-drG6m1g,"Cambridge, MA",1,1,1,80,401,GvO3BpLHxJc30NNEH3b0Qw,4.0,2016-06-20,"Overall pretty good and quite a bit of food!

I only got food to go so I can&#39;t comment on the service. I ordered the gyros platter which comes with lamb, beef, veggies, tzatziki sauce plus rice, soup, salad, and pita bread. If you think that sounds like a lot of food you would be correct. This was definitely a full two meals. I really liked everything EXCEPT the lentil soup. The soup was this weird pureed texture that had a rather canned taste to it - I would not be surprised if I learned this was canned lentil soup. But hey it was free so I&#39;m not complaining too much. The meat on the other hand was delicious - very moist and flavorful! The rice and veggies were also seasoned very well. 

If there weren&#39;t so many amazing food places to try in Seattle I would probably come back to get my Mediterranean food fix. Just don&#39;t get the lentil soup!"
mediterranean-kitchen-kabob-house-seattle,Brian C.,ObOQ10zpOJwfPv8MVFYWzg,"Seattle, WA",1,1,0,23,21,yJVvjo2uhvPBkar0s7C_Kw,4.0,2016-10-07,Good lunch place. Great service and hard working people here I can tell. The food has love. Had the lentil soup and it was amazing. The schwarma was good  had the plate with rice. Wasn&#39;t the best one I have ever had but it was good. I would give it 4 stars. The soup was  5 stars. Simple and delicious. Overall I would recommend this place seems very legit. Good place.
mediterranean-kitchen-kabob-house-seattle,Elsa S.,cG6gbd2mLNeva_4mHsUqFw,"Renton, WA",0,1,0,0,236,tQNkOC6eFRI41q-r75bBcg,5.0,2016-11-26,I loved this little &#34;hole in the wall!&#34; I can honestly say this was probably one of the best Mediterranean places I have been to. Great tasting and large portions - can&#39;t get better than that!
mediterranean-kitchen-kabob-house-seattle,David B B.,71Fg4T2MTjUmSE6K1ki25Q,"Princeton, NJ",1,1,0,21,79,VS_-YLH6yNVs8yYQskLQaA,2.0,2016-08-28,"I stopped in on a Saturday at 12:30 for a falafel sandwich to-go ($7, includes fries). The sandwich contained a hair. It gets 2 stars because, in addition to this, (a) it took 15 minutes to prepare even though I was one of only two customers, (b) the sandwich was dry and lacked flavor, and (c) the fries were undercooked. On the positive side, the restaurant is cute and the portion was sizable."
mediterranean-kitchen-kabob-house-seattle,Amy M.,4eS0MI4b9QuZZFP1bqKEYQ,"Vancouver, WA",1,1,0,63,413,SHktvht70qacstz0QbF00Q,3.0,2016-05-18,"Hmmmm! I hate to write a less than stellar review on a place when it is so liked. First off, average meditarreanan food for the price. The hummus is in no way something to write write him about &amp; the pita was cold &amp; feels store bought. 
My brothers chicken she arm was a bit more flavorful, but I just expected more. It is though very close to the hospital &amp; as out of town visitors of a family member we were pleased of the location. 
Just was hoping for more."
mediterranean-kitchen-kabob-house-seattle,Karreno A.,8Y4ex1i-xUF5ISXovoyDgg,"Los Angeles, CA",1,1,1,517,439,vFx3bd6mpVlURTk87UYbHQ,4.0,2016-01-22,"Honestly, the quality of the food was quite average and a bit over-spiced (I had a chicken shawarma) I would normally give it three stars, however, what really impressed me is the quality of the service that the place offered. After making excellent recommendations, the waitressed insured to check up on us a few times and our waters were filled on time. Overall a great experiance."
mediterranean-kitchen-kabob-house-seattle,Trang M.,_ZIsSuU85Vk6rA988ksjpA,"Seattle, WA",1,1,0,96,7,KyX3Wm1Pga5eGnfJcNBh8w,4.0,2015-11-24,"We had Mediterranean Kitchen Kabob House cater our work lunch and it was quite a hit. The food was delicious and flavorful. We had chicken, lamb and veggie options, along with their rice. We also had their deep fried cauliflower as an appetizer, which really went fast. A few weeks ago my work girls and I decided we wanted gyros, so we grabbed some for lunch. They were pretty tasty, and the fries that came with them were just right.  The price for our gyros were very wallet friendly, and a great alternative to the other places we have on &#34;pill hill&#34;. Their baklava was pretty good too. 
If you are ordering online, be prepared to bring your card in, as they will need to run it through the system again. Just a FYI."
mediterranean-kitchen-kabob-house-seattle,Miri P.,31_z4vunQnJ1kRgjboALiA,"Seattle, WA",0,1,0,1,13,yuacEEuI8r_TSxDDbehGuQ,3.0,2016-10-19,"The cauliflower appetizer was the bomb! I was hoping for some more authentic kabob, but all our meat was chewy and not particularly flavorful. Still on the prowl for a true kabob house in Seattle!"
