user_id,user_name,user_location,user_tagline,friend_count,review_count,photo_count,five_start_count,four_start_count,three_start_count,two_start_count,one_start_count,useful_review_count,funny_review_count,cool_review_count,stats_dict,compliments_number,yelping_since,other_info_dict,elite_status_count,user_cities_dict,user_city_count
icSyrr-6a9ocDEDS4k_2NQ,Kelsey kuelz W.,"Chicago, IL",“gonna yelp my way to the top”,26,30,5,13,10,3,1,3,24,10,6,"{'Bookmarks': '3', 'Tips': '2', 'Review Updates': '2'}",1,January 2013,"{'My Hometown': 'syracuse  ny', 'Yelping Since': 'January 2013', 'Find Me In': 'chitown', 'Location': 'Chicago  IL', 'Things I Love': 'pizza biking apple tv'}",0,"{'NJ': 3, 'IL': 26, 'WA': 1}",3
1iF8AZDqmw6P1uCrkQe94A,Rits M.,"Manhattan, NY",“sherry and giggles”,217,354,195,104,165,64,20,1,497,211,308,"{'Bookmarks': '960', 'Tips': '4', 'Followers': '15', 'Firsts': '2'}",105,August 2010,"{'My Hometown': 'Bandra  bab eh', 'Yelping Since': 'August 2010', 'Things I Love': 'new things. look', 'Why You Should Read My Reviews': ""Cos I'm speshul"", 'Find Me In': 'something comfortable  yet surprisingly stylish', 'Location': 'Manhattan  NY', 'When I’m Not Yelping...': 'Im out'}",6,"{'CA': 12, 'NY': 27, 'IL': 93, 'DC': 1}",4
ygxbpbQJHaVgmGIO1fBj1g,James W.,"Chicago, IL",,48,16,0,7,4,2,2,1,15,6,2,"{'Review Updates': '2', 'Firsts': '1'}",1,May 2011,"{'Yelping Since': 'May 2011', 'Location': 'Chicago  IL'}",0,"{'NY': 1, 'IN': 1, 'IL': 14}",3
UwmtWzBdbi4AAJiuBrXrQA,Jennifer       J.,"Los Angeles, CA",“Knowledge is knowing a tomato is a fruit; wisdom is not putting it in a fruit salad”,898,618,1913,210,233,136,25,14,1540,782,949,"{'Bookmarks': '444', 'Tips': '103', 'Lists': '21', 'Followers': '122', 'Firsts': '46', 'Events Submitted': '2', 'Review Updates': '30'}",487,March 2007,"{'Yelping Since': 'March 2007', 'My First Concert': ""'88 LAPhil  DorothyChandler  '96 KimGunMo   Solid  TheShrine  '04 Keane  Avalon"", 'My Last Meal On Earth': 'Coxinha tomalley picanha torta undegujorim oysters ikura uni chutoro', 'Why You Should Read My Reviews': 'I know the proper usages of palate  palette  pallet; than and then', 'Find Me In': 'karaokeing in Ktown  or eating in Little Osaka', 'Current Crush': 'Sea Salt Poke', 'Don’t Tell Anyone Else But...': ""I'm allergic to running. No  really"", 'My Hometown': 'Koreatown  Los Angeles  CA', 'The Last Great Book I Read': ""Marie Kondo's The Life Changing Magic of Tidying Up"", 'Things I Love': 'Hokkaido milk  liquid nitrogen ice cream  green tea  korean spas  massages  sashimi  kumamoto oysters  seafood  cheese  ranch sauce  fantasy books and movies  musicals', 'My Favorite Movie': ""El Orfanato  Pan's Labyrnth  La Vita e Bella  The Matrix"", 'My Second Favorite Website': 'Beautypedia', 'Most Recent Discovery': 'Apt 503', 'Location': 'Los Angeles  CA'}",9,"{'CA': 124, 'NY': 5, 'NV': 5, 'HI': 7, 'WA': 7, 'St': 2}",6
CHva6feuHioCZA4G7ifLpQ,Jenna S.,"Vernon Hills, IL",,0,1,0,0,0,0,0,0,0,0,0,{},0,July 2011,"{'Yelping Since': 'July 2011', 'Location': 'Vernon Hills  IL'}",0,{'IL': 1},1
vbcaTOm2jfSeFrvgHHH4Pg,Elliot O.,"Chicago, IL",,10,7,0,1,3,2,1,0,7,4,3,"{'Bookmarks': '132', 'Tips': '3'}",0,August 2009,"{'Yelping Since': 'August 2009', 'Location': 'Chicago  IL'}",0,{'IL': 7},1
DPnepR-RL8r_YIX3_2UWlw,Kiyoshi The Silentist M.,"Chicago, IL",“Practicing superficial intellectualism since 2010”,2,19,11,14,4,1,0,0,14,7,2,"{'Bookmarks': '1', 'Tips': '1'}",0,October 2015,"{'My Blog Or Website': 'propersuit.com', 'Yelping Since': 'October 2015', 'My First Concert': ""Don't remember it  but The Offspring was very memorable."", 'My Last Meal On Earth': 'Sashimi and white rice. Or fried chicken and waffles.', 'Why You Should Read My Reviews': ""I'm a picky person. But I'm not a snob. I enjoy the highs and the lows."", 'Find Me In': 'Logan Square', 'When I’m Not Yelping...': 'I make custom suits for guys so they can conquer the world.', 'Don’t Tell Anyone Else But...': 'I drink Old Milwaukee Light.', 'My Hometown': 'Aurora  IL', 'The Last Great Book I Read': '""Genuine Authentic  The Real Life of Ralph Lauren""', 'Things I Love': ""men's clothing  Asian comfort food  dive bars  meeting new people with big ideas."", 'My Favorite Movie': '""Ikiru"" by Akira Kurosawa', 'My Second Favorite Website': 'thesilentist.com', 'Location': 'Chicago  IL'}",0,"{'GA': 1, 'CO': 1, 'IL': 16, 'TX': 1}",4
DqIjp-zj8k0jOHi125foug,Yasmina I.,"Chicago, IL",,4,1,0,0,0,0,0,0,0,0,0,{},0,April 2014,"{'Yelping Since': 'April 2014', 'Location': 'Chicago  IL'}",0,{'IL': 1},1
5aM7393d1otpkruPOeClrw,Emily Foodi Wan T.,"Nashville, TN",,0,3,8,0,0,0,0,0,0,0,0,{},0,October 2014,"{'Yelping Since': 'October 2014', 'Location': 'Nashville  TN'}",0,"{'IL': 1, 'TN': 2}",2
XZEh_EYtg7_7ixl2_CoXdw,Evan M.,"Cupertino, CA",,0,2,0,0,0,0,0,0,2,0,0,{},0,September 2014,"{'Yelping Since': 'September 2014', 'Location': 'Cupertino  CA'}",0,{'IL': 2},1
