user_id,user_name,user_location,user_tagline,friend_count,review_count,photo_count,five_start_count,four_start_count,three_start_count,two_start_count,one_start_count,useful_review_count,funny_review_count,cool_review_count,stats_dict,compliments_number,yelping_since,other_info_dict,elite_status_count,user_cities_dict,user_city_count
qSXpuUfb3D25G8rWrwTWdA,Christian L.,"Corona, CA",,24,24,13,15,3,1,2,3,18,1,4,"{'Firsts': '2', 'Review Updates': '3', 'Tips': '13', 'Bookmarks': '1'}",0,June 2010,"{'Location': 'Corona  CA', 'Yelping Since': 'June 2010'}",0,"{'IL': 4, 'CA': 18, 'GA': 2}",3
o1lAN_IyHIReP3VCV0fBfw,Mike S.,"Sammamish, WA",,17,8,0,4,0,0,0,4,2,0,1,{'Tips': '1'},0,June 2012,"{'Location': 'Sammamish  WA', 'Yelping Since': 'June 2012'}",0,"{'IL': 2, 'CA': 1, 'NV': 1, 'WA': 4}",4
uFNmpmbdjuG5FaitTySQ8g,Robert B.,"IL, IL",,0,30,0,22,1,2,1,4,7,2,3,"{'Followers': '1', 'Review Updates': '3', 'Tips': '2'}",0,February 2007,"{'Location': 'IL  IL', 'Yelping Since': 'February 2007'}",0,"{'IL': 28, 'MA': 1, '7t': 1}",3
OiiokwrdQeZu06SV-Hlgxw,Ajahnae H.,"Chicago, IL",,14,13,0,6,1,3,3,0,5,1,1,{'Bookmarks': '19'},2,January 2013,"{'Location': 'Chicago  IL', 'Yelping Since': 'January 2013'}",0,"{'IL': 11, 'ON': 1, 'GA': 1}",3
c97lXQ26Vh-VAs0PRk0RsQ,Andy Eat Me M.,"Valparaiso, IN",,1,27,3,12,6,0,2,7,22,5,4,"{'Firsts': '3', 'Review Updates': '1', 'Tips': '6', 'Bookmarks': '1'}",1,September 2009,"{'Location': 'Valparaiso  IN', 'Yelping Since': 'September 2009'}",0,"{'IL': 18, 'IN': 7, 'WI': 1, 'MO': 1}",4
NvZYgA9WfgYJU9fzEpRqUg,Yingying C.,"Ann Arbor, MI",,8,17,25,3,7,5,1,1,15,5,4,"{'Followers': '2', 'Review Updates': '1', 'Bookmarks': '2'}",0,January 2014,"{'Location': 'Ann Arbor  MI', 'Yelping Since': 'January 2014'}",0,"{'IL': 3, 'MI': 13, 'CA': 1}",3
hdgc0zyYO1YjQvNVwL0rWg,S D.,"Chicago, IL",,100,7,0,7,0,0,0,0,3,0,2,{'Bookmarks': '1'},0,September 2011,"{'Location': 'Chicago  IL', 'Yelping Since': 'September 2011'}",0,{'IL': 7},1
_E5HgOQAMmqoEaADj1wDeA,maurice s.,"Chicago, IL",“Ive got a long list of real good reasons for all the things Ive done.”,2,191,0,50,42,23,36,40,298,84,81,"{'Followers': '5', 'Firsts': '9', 'Review Updates': '18'}",16,November 2008,"{'Find Me In': 'Bridgeport', 'My Hometown': 'Chicago  IL', 'Location': 'Chicago  IL', 'Yelping Since': 'November 2008'}",0,{'IL': 150},1
3NdcxxyGI_cpJG1sFWtKmQ,Tonya S.,"Chicago, IL",,0,5,0,2,0,0,2,1,7,1,1,{},0,April 2015,"{'Location': 'Chicago  IL', 'Yelping Since': 'April 2015'}",0,"{'IL': 4, 'WA': 1}",2
lB4ju34kx4M3TO-8ierv_g,Karen T.,"Alhambra, CA",,154,648,892,85,225,226,84,28,693,134,300,"{'Lists': '17', 'Followers': '17', 'Firsts': '6', 'Review Updates': '58', 'Tips': '27'}",123,February 2010,"{'Things I Love': 'food', 'Location': 'Alhambra  CA', 'Yelping Since': 'February 2010'}",5,"{'IL': 15, 'HI': 3, 'TN': 9, 'GA': 73, 'DC': 1, 'CA': 48, 'Gr': 1}",7
f48N9F8U7EeCc4_gHrb4kQ,Siva M.,"Brookfield, WI",,16,14,0,1,4,2,2,5,23,19,3,{'Bookmarks': '15'},2,January 2013,"{'Location': 'Brookfield  WI', 'Yelping Since': 'January 2013'}",0,"{'IL': 2, 'MN': 1, 'WI': 5, 'TX': 6}",4
y8ihC6H9iA3RUeb-JKVLQA,Kitty R.,"Chicago, IL",,0,62,0,38,13,4,4,3,37,13,10,"{'Firsts': '3', 'Review Updates': '7', 'Bookmarks': '1'}",1,September 2010,"{'Location': 'Chicago  IL', 'Yelping Since': 'September 2010'}",0,"{'IL': 60, 'VA': 2}",2
tnQOJq_BfqkqYTyqptIaxA,David D.,"Jackson, TN",,0,4,4,4,0,0,0,0,0,0,0,{'Firsts': '1'},0,October 2014,"{'Location': 'Jackson  TN', 'Yelping Since': 'October 2014'}",0,"{'IL': 2, 'TN': 1, 'WA': 1}",3
2m_omaqI03zmqBiMwIPouQ,Joaquin N.,"Chicago, IL",“Modern. Minimalist. Inspiring.”,45,20,0,7,9,4,0,0,11,2,1,{},0,February 2016,"{'Things I Love': 'Coffee  Donuts  Mediterranean.', 'Why You Should Read My Reviews': 'I have a very unbiased insight.', 'Location': 'Chicago  IL', 'Find Me In': 'Wicker Park  Loop  Lincoln Park', 'My First Concert': 'Chicago Symphony Orchestra', 'The Last Great Book I Read': 'Crime and Punishment', 'My Hometown': 'Chicago  IL', 'When I’m Not Yelping...': 'I act  take pictures  and sleep.', 'My Favorite Movie': 'Good Will Hunting', 'Yelping Since': 'February 2016'}",0,{'IL': 20},1
RpPsT7EHG2-E-Suek0-oug,Ozlem K.,"Carrollton, TX",,0,8,0,6,1,1,0,0,5,0,2,"{'Firsts': '1', 'Bookmarks': '3'}",0,June 2014,"{'Location': 'Carrollton  TX', 'Yelping Since': 'June 2014'}",0,"{'IL': 2, 'TX': 6}",2
ENaOCA4s-fZQ9DKAEb3KbQ,Xavid Xavid P.,"Somerville, MA",,0,17,0,13,2,0,2,0,5,0,1,{'Firsts': '1'},0,December 2012,"{'Location': 'Somerville  MA', 'Yelping Since': 'December 2012'}",0,"{'IL': 1, 'VA': 1, 'FL': 1, 'MA': 2}",4
3ZqTSF_Tj6Hc3rJDdQALoQ,Sreeram S.,"Somset, United Kingdom",,0,20,0,5,8,3,2,2,2,1,1,{},0,September 2015,"{'Location': 'Somset  Somerset  United Kingdom', 'Yelping Since': 'September 2015'}",0,"{'IL': 14, 'NY': 1, 'UT': 2, 'TN': 3}",4
hA2i3y5lIIjRubxRVnjnmw,HaleyBeth O.,"Saint Louis, MO",,5,29,0,12,9,4,3,1,7,1,1,"{'Bookmarks': '3', 'Tips': '1'}",0,November 2012,"{'Location': 'Saint Louis  MO', 'Yelping Since': 'November 2012'}",1,"{'IL': 4, 'CO': 1, 'IN': 1, 'TX': 5, 'NV': 1, 'GA': 9, '19': 1, 'MO': 7}",8
u-IM_3UvZjcQBLwdxYiO1A,Dominika Anna B.,"Honolulu, HI",,47,24,6,14,7,3,0,0,12,2,7,"{'Followers': '2', 'Firsts': '2', 'Tips': '3'}",1,October 2012,"{'Location': 'Honolulu  HI', 'Yelping Since': 'October 2012'}",0,"{'IL': 5, 'Fl': 1, 'HI': 18}",3
1LAkCOH2KipGvenFDyPYkQ,Brooke B.,"Chicago, IL",,101,109,59,33,25,20,17,14,229,63,54,"{'Followers': '6', 'Firsts': '7', 'Review Updates': '3', 'Tips': '15', 'Bookmarks': '4'}",5,May 2009,"{'Find Me In': 'Columbia City  Seattle with a big smile and accomplished fresh start', 'Location': 'Chicago  IL', 'When I’m Not Yelping...': ""i'm writing ads"", 'The Last Great Book I Read': 'Zeitoun  Dave Eggers', 'My Second Favorite Website': 'pinterest.com', 'Yelping Since': 'May 2009', 'Things I Love': 'pitbulls  music  traveling and conceptual food.', 'Current Crush': 'Dave Grohl until the end of time.', 'My First Concert': 'NKOTB baby', 'My Favorite Movie': ""Elizabethtown   Almost Famous...it's a tie."", 'My Hometown': 'Chicago  IL', 'Why You Should Read My Reviews': ""i'm an incessant foodie. can't get enough of food shows and chefs."", 'My Last Meal On Earth': ""more and more  i'm thinking it's going to be a mac 'n cheese.""}",4,"{'IL': 97, 'OR': 1, 'CA': 2, 'WA': 8, 'MO': 1}",5
3S2D_uxqbWHSJOwPnVPzOw,Tchad R.,"Boston, MA",,2,21,3,11,3,2,2,3,14,4,3,"{'Bookmarks': '11', 'Tips': '1'}",1,June 2011,"{'Find Me In': 'Kenmore Square', 'Location': 'Boston  MA', 'Yelping Since': 'June 2011'}",0,"{'IL': 1, 'MA': 8, 'ME': 4, 'TX': 4}",4
YP3r0P_EAOI4hmR2ZXqeKQ,Brian N.,"San Francisco, CA",,2,17,2,9,7,1,0,0,14,1,3,"{'Bookmarks': '68', 'Tips': '2'}",0,February 2015,"{'Location': 'San Francisco  CA', 'Yelping Since': 'February 2015'}",0,"{'IL': 4, 'NV': 1, 'CA': 12}",3
c8Bzkw548SbSj_aAqNmspQ,Steve P.,"Denver, CO",,75,147,5,57,63,21,5,1,192,39,80,"{'Followers': '6', 'Firsts': '5', 'Review Updates': '1', 'Tips': '6', 'Bookmarks': '1'}",28,March 2011,"{'Things I Love': 'sushi  Deadmau5  Daft Punk  micro breweries  Purdue  Chelsea FC  Bayern Munich  Detroit Redwings Lions   Tigers', 'My Hometown': 'Northville  MI', 'Location': 'Denver  CO', 'Yelping Since': 'March 2011'}",6,"{'IL': 5, 'CO': 77, 'IN': 43, 'TN': 2, 'TX': 2, 'FL': 1, 'CT': 1, 'MI': 12, 'KY': 1, 'CA': 1}",10
EnhBq-fvf6F2jgJt7mrEPg,Nathan M.,"Spokane, WA",,5,48,24,33,12,3,0,0,9,7,18,"{'Followers': '1', 'Bookmarks': '110', 'Tips': '1'}",2,May 2014,"{'Location': 'Spokane  WA', 'Yelping Since': 'May 2014'}",1,"{'IL': 5, 'HI': 1, 'OR': 2, 'WA': 30, 'OH': 2, 'St': 1, 'WY': 2, 'CA': 3, 'ID': 2}",9
k3RkfFURNSiAKu9UxHRBkA,Chris R.,"Anchorage, AK",“So You Think You Can Yelp   ”,191,173,106,93,22,16,19,23,304,73,91,"{'Events Submitted': '2', 'Followers': '4', 'Firsts': '32', 'Review Updates': '1', 'Tips': '30'}",40,August 2011,"{'Find Me In': 'T shirt   shorts year round', 'Location': 'Anchorage  AK', 'When I’m Not Yelping...': ""I'm working or spending quality time with my wife"", 'Don’t Tell Anyone Else But...': 'I live in Alaska and I hate seafood', 'Yelping Since': 'August 2011', 'Things I Love': 'Food thats not good for me.', 'My First Concert': 'Aerosmith', 'My Blog Or Website': 'facebook.com chrisracane…', 'My Favorite Movie': 'American Sniper', 'My Hometown': 'Chicago Suburbs', 'Current Crush': 'My wife', 'Most Recent Discovery': 'Amazon Prime'}",3,"{'AK': 107, 'St': 2, 'AZ': 6, 'DC': 2, 'CA': 2, 'IL': 3, 'Te': 1, 'MD': 2, 'GA': 6, 'FL': 3, 'AB': 1, 'OR': 15}",12
qwT-Nf4lbmrJZ-XrQ3ucqA,Jim Just JR F.,"Port Huron, MI",,3,54,1,36,12,3,1,2,177,6,56,"{'Lists': '2', 'Followers': '2', 'Firsts': '7', 'Review Updates': '6', 'Bookmarks': '1'}",2,August 2008,"{'My Hometown': 'Michigan', 'Location': 'Port Huron  MI', 'Yelping Since': 'August 2008'}",0,"{'IL': 41, 'VA': 1, 'MI': 7, 'ON': 4, 'Su': 1}",5
