user_id,user_name,user_location,user_tagline,friend_count,review_count,photo_count,five_start_count,four_start_count,three_start_count,two_start_count,one_start_count,useful_review_count,funny_review_count,cool_review_count,stats_dict,compliments_number,yelping_since,other_info_dict,elite_status_count,user_cities_dict,user_city_count
kwkhG4MWryerpEBKf5bLPg,Kika P.,"Waterloo, IA",,0,3,9,0,0,0,0,0,7,2,1,{},0,February 2014,"{'Yelping Since': 'February 2014', 'Location': 'Waterloo  IA'}",0,{'IL': 3},1
v55wOQ8uKXcVFd-9Z_Wqqw,Jeannie A.,"Burbank, IL",“Critiquing the SW Burbs like its my job ”,508,384,91,65,153,106,43,17,1637,472,774,"{'Tips': '39', 'Bookmarks': '245', 'Events Submitted': '1', 'Review Updates': '16', 'Followers': '24', 'Firsts': '23'}",324,June 2009,"{'Yelping Since': 'June 2009', 'Location': 'Burbank  IL'}",5,"{'IL': 149, 'WI': 1}",2
WDycBZDSl9KyQd0UkcnARg,Michael H.,"Chicago, IL",,2,12,0,5,5,1,0,1,15,4,3,{},0,August 2013,"{'Yelping Since': 'August 2013', 'Location': 'Chicago  IL'}",0,"{'IL': 11, 'MO': 1}",2
DFsjkbr__OpnB5a4ryrIUg,Pinaki Generic Indian Guy S.,"Charleston, SC",,177,373,28,201,134,26,11,1,1058,723,736,"{'Review Updates': '13', 'Firsts': '23', 'Followers': '14', 'Lists': '2', 'Events Submitted': '6'}",526,February 2008,"{'My Last Meal On Earth': 'Pepperoni Roll with mac n cheese  WV delicacy', 'When I’m Not Yelping...': ""I'm surfing the internet"", 'Don’t Tell Anyone Else But...': '... I secretly listen to trance music.', 'Things I Love': '.. what the hell is this', 'Current Crush': 'Lois Griffin', 'Yelping Since': 'February 2008', 'Why You Should Read My Reviews': ""I like everything... oh wait  that's not a good reason."", 'My Second Favorite Website': 'westvirginia.rivals.com', 'Location': 'Charleston  SC', 'Find Me In': 'A polo shirt.', 'My Hometown': 'Elkins  WV'}",4,"{'SC': 77, 'St': 2, 'VA': 3, 'IA': 5, 'IL': 28, 'NC': 25, 'WI': 2, 'NY': 1, 'WV': 3, 'DC': 4}",10
ki5PBW_KmkX0e9d902zstw,Rachel D.,"Los Angeles, CA",“Co captain of the Fun Team”,66,259,0,93,96,41,23,6,610,394,495,"{'Bookmarks': '155', 'Review Updates': '3', 'Lists': '11', 'Followers': '15', 'Firsts': '21'}",148,March 2007,"{'My First Concert': 'Harry Belafonte  Cape Cod Melody Tent 1985.', 'My Hometown': 'Cambridge  Mass', 'The Last Great Book I Read': 'The World Without Us', 'Yelping Since': 'March 2007', 'Location': 'Los Angeles  CA', 'When I’m Not Yelping...': ""I'm riding my bike in heels and a pencil skirt"", 'My Second Favorite Website': 'houze.net'}",3,"{'IL': 3, 'VT': 1, 'NY': 93, 'CA': 27, 'LA': 11, 'ME': 2, 'WA': 2, 'MA': 11}",8
RVo4ydYRjDbDfGcSSBRCEg,Chris S.,"Chicago, IL",“God of Thunder ”,80,417,0,94,168,87,42,26,643,231,391,"{'Bookmarks': '6', 'Review Updates': '8', 'Lists': '9', 'Followers': '15', 'Firsts': '30'}",166,August 2005,"{'My Last Meal On Earth': 'A night out in Madrid', 'My Favorite Movie': 'The Blues Brothers', 'The Last Great Book I Read': 'Boozehound by Jason Wilson', 'Why You Should Read My Reviews': ""You're here. They're here. You might as well."", 'When I’m Not Yelping...': ""Surfing the internet for other people's identity"", 'My First Concert': 'Van Halen', 'My Hometown': 'Chicago', 'Current Crush': 'Apples', 'Yelping Since': 'August 2005', 'Location': 'Chicago  IL', 'Find Me In': 'sane', 'Don’t Tell Anyone Else But...': 'New York style pizza is way better than Chicago style.'}",3,"{'MI': 10, 'Ne': 1, 'IL': 103, 'NC': 19, 'LA': 5, 'DC': 12}",6
GJz4tbJb8MVaUtQh7KCXpg,Food C.,"Chicago, IL",,1,9,13,3,4,1,0,1,1,1,1,{'Tips': '3'},0,October 2013,"{'Yelping Since': 'October 2013', 'Location': 'Chicago  IL'}",0,{'IL': 9},1
GEMvPuaBTAhLM3zrn-0_ow,Louis O.,"Niles, IL",,0,21,0,14,1,1,1,4,95,71,49,{'Followers': '1'},0,February 2014,"{'Yelping Since': 'February 2014', 'Location': 'Niles  IL'}",0,"{'IL': 19, 'FL': 1, 'CA': 1}",3
86xOxlTBFBpIrmehnQziZw,Deborah M.,"Homewood, IL",,2,30,0,10,11,3,2,4,18,2,3,"{'Bookmarks': '4', 'Review Updates': '5', 'Firsts': '2'}",2,August 2013,"{'Yelping Since': 'August 2013', 'Why You Should Read My Reviews': 'Good Bad always honest   not just complaining.', 'Location': 'Homewood  IL'}",0,"{'IL': 28, 'CA': 1, 'DC': 1}",3
N5dkbfyNWZPxOMWDiJp7TQ,Joel B.,"Chicago, IL",,0,7,0,4,0,1,2,0,2,0,0,{'Bookmarks': '3'},0,May 2015,"{'Yelping Since': 'May 2015', 'Location': 'Chicago  IL'}",0,{'IL': 7},1
