user_id,user_name,user_location,user_tagline,friend_count,review_count,photo_count,five_start_count,four_start_count,three_start_count,two_start_count,one_start_count,useful_review_count,funny_review_count,cool_review_count,stats_dict,compliments_number,yelping_since,other_info_dict,elite_status_count,user_cities_dict,user_city_count
POwODjfiu8eqBP9r-5xLSA,Jason H.,"Chicago, IL",“Concerned Citizen of Gotham”,94,330,2,71,126,88,29,16,329,103,109,"{'Review Updates': '7', 'Firsts': '30', 'Followers': '5', 'Tips': '13', 'Lists': '2'}",51,Nov-12,"{'My Hometown': 'St. Clair  MI', 'My Last Meal On Earth': ""PaPa K's pizza in Bellaire  MI    Spinach Cheddar with cajun crust"", 'My Favorite Movie': 'Top Gun', 'Yelping Since': 'November 2012', 'Location': 'Chicago  IL', 'My First Concert': 'Metallica', 'Most Recent Discovery': 'Hummus  putting it on everything  that is'}",4,"{'So': 1, 'VA': 3, 'GA': 1, 'DC': 1, 'IN': 1, 'MI': 5, 'OH': 4, 'IL': 87, 'NW': 1, 'FL': 35, 'TX': 2, 'PA': 3, 'CO': 3, 'MN': 1, 'St': 1, 'WI': 1}",16
p5CFxfEyVAeMbI25PEUYgA,Jeremie N.,"Chicago, IL",,1,1,0,0,0,0,0,0,0,0,0,{'Bookmarks': '5'},1,Sep-12,"{'Yelping Since': 'September 2012', 'Location': 'Chicago  IL'}",0,{'IL': 1},1
OAWJgcpcuascNqf6lEKGAQ,Tom M.,"Chicago, IL",,38,9,2,3,5,0,0,1,8,0,0,{'Bookmarks': '1'},0,Mar-10,"{'Yelping Since': 'March 2010', 'Location': 'Chicago  IL'}",0,{'IL': 9},1
lj1ntHKCW_3N5Z-qHFMung,Dan C.,"Canton, MI",,97,3,3,0,0,0,0,0,0,0,0,{'Bookmarks': '1'},0,Mar-16,"{'Yelping Since': 'March 2016', 'Location': 'Canton  MI'}",0,{'IL': 3},1
Ual9MGgQKrZIWrRMPyYq6w,Kim K.,"Los Angeles, CA",,221,83,21,34,20,10,9,10,34,11,3,"{'Review Updates': '2', 'Followers': '1', 'Tips': '7'}",6,Apr-14,"{'Yelping Since': 'April 2014', 'Location': 'Los Angeles  CA'}",0,"{'IL': 24, 'NY': 2, 'CA': 50, 'PA': 3, 'NV': 1, 'OH': 3}",6
Q4GTQd291xBFq4ZqowH5Hg,Michael Hoyne R.,"Chicago, IL",“Just keep smiling...”,52,7,15,5,2,0,0,0,0,0,0,"{'Firsts': '1', 'Bookmarks': '5', 'Tips': '4'}",1,Jun-12,"{'My Hometown': 'Chicago  IL', 'Find Me In': 'Ukrainian Village', 'Yelping Since': 'June 2012', 'Location': 'Chicago  IL', 'The Last Great Book I Read': 'The Art of War', 'When I’m Not Yelping...': 'I work at a massage therapy school', 'Things I Love': 'Peanutbutter Chocolate'}",0,"{'IL': 6, 'CA': 1}",2
4WFt59Xq6pLnuu4cdFRoWQ,Pam A.,"Chicago, IL",,0,5,2,5,0,0,0,0,3,3,3,"{'Bookmarks': '2', 'Followers': '1'}",0,Jan-15,"{'Yelping Since': 'January 2015', 'Location': 'Chicago  IL'}",0,{'IL': 5},1
uGcpEaM2ecZ2RRHsN-e1LA,Tom L.,"Milwaukee, WI",,3,5,2,5,0,0,0,0,0,0,0,{'Tips': '2'},1,May-15,"{'Yelping Since': 'May 2015', 'Location': 'Milwaukee  WI'}",0,{'IL': 5},1
Kk9X9zq1agx9dmwT5HJr3Q,Subin P.,"San Francisco, CA",,0,1,1,0,0,0,0,0,0,0,0,{},0,Sep-16,"{'Yelping Since': 'September 2016', 'Location': 'San Francisco  CA'}",0,{'IL': 1},1
LwQcBv5BvqY9XR0h9Scl9w,Alena K.,"Glenview, IL",,18,9,22,6,1,1,0,1,1,0,2,{},0,Jun-14,"{'Yelping Since': 'June 2014', 'Location': 'Glenview  IL'}",0,"{'IL': 4, 'WI': 5}",2
