business_id,username,user_id,review_id,review_text,review_date,total_words,review_rating,cal_affin_rating,cal_valder_rating,affin_word_score,cal_valder_compound,cal_valder_pos,cal_valder_neg,cal_valder_neu,need_inspection,no_of_text_chars
frankys-st-charles,Johnny A.,l0_9uO9HSlhuMuMI95VASg,6ZXo-JLsXw3ehIKRkmR2Xg,"Updating my review to 4 stars, after family and I have been here a few recent times and have had some really great food.  We must also mention again this place is VERY REASONABLY PRICED (compared to Portillo&#39;s, Rosati&#39;s, especially Scooby&#39;s,)

** THIS IS ALSO THE KINDA PLACE WHERE THERE IS SO MUCH FOOD TO TRY, that even if you got something the first time around and maybe didn&#39;t like it - TRY THEM AGAIN with a different item!.

- Italian Beef - excellent (not too wet, but not dry.  Some places drench the beefs which some people like, I don&#39;t.)  Great spices, too.

- Fries - very good, and not too salty (in comparison, Portillo&#39;s drenches their fries in salt).

- Gyros - excellent.

- Foot long Polish - VERY GOOD!  Reasonably priced with fries!

- Friday Shrimp special - very good.  Also comes with a drink and two pieces of garlic bread for roughly $8.00.  VERY REASONABLE.

- The staff was very friendly to us when we were inside.

We will be returning, as there is a lot more stuff we plan to try.",22/07/16,122,4,2,5,20,4.4886,3.6570000000000005,0.044,10.299,No,1034
frankys-st-charles,Greg G.,0MjAhtZPKejWAAJg3XXekw,1bZMYmgG_bPQgPQLGRIopA,"Menu updated with a HUGE PRICE INCREASE!!! Not one of my &#34;Go To&#34; spots any longer. Not to mention the meat portions on the Chicken Gyro are now Subway/Panera like (and I&#39;m sure the rest of the menu). They want an extra $3.50 to put the proper amount of meat on their miniscule Chicken Gyro....I don&#39;t think so. Shame on you Franky&#39;s!  As a matter of fact I&#39;m done with you. Shut it down, your embarrassing yourselves!",15/11/16,53,1,1,1,9,0.3924,0.9720000000000001,0.897,5.131,No,441
frankys-st-charles,Chris D.,4JS5LCTMJ_d_48R9P42NiQ,THu0nc-5ub1d6RgKYjcYFg,Well I can say there was nobody in the restaurant a great Decour but the service is very slow a lot of people Mary I hyped it up I really didn&#39;t joy the pizza compared to the other pizzas in Chicago my friend had a hamburger he said it was just OK I guess you have to try it out if you&#39;re in that area of St. Charles,27/05/16,27,3,1,1,4,0.6883,0.156,0.063,0.781,No,324
frankys-st-charles,Suze B.,1PIw2YApKCfQJwH0apMV1g,d9kbR8_oepdT4knoubZN8w,"But to be fair, they have a great large selection and the food isn&#39;t too bad either. I should give them more credit.",05/10/16,12,3,1,2,9,1.3633,0.9079999999999999,0.0,1.092,No,120
frankys-st-charles,Lisa M.,aRtdBj8zFOk4DFS4uXLZkg,s7zKUedrIjOLqUeO51uMuQ,Great pizza at a great price. Top of the line pizza with unlimited toppings all for one great price. Now I  can feed my family for under $20. Best wishes for great business success....,27/06/16,25,5,2,3,15,2.4297,1.8479999999999999,0.0,2.152,No,184
frankys-st-charles,Scott M.,js2Jy7YMFNCyhJhGoV4Rcg,2-GuSVh5T7KXmR48SNK_jQ,"Hot dog joints in Chicago are sometimes a chore to review, for most Chicagoans are somewhat sentimental about their Local faves, and everyone else seems to be a wretched interloper and pretender to the Crown. Take, for instance, the mass delusion that Gene &amp; Judes (or worse still, Superdawg) is superior to the greatest restaurant in the Western Hemisphere, HENRY&#39;S HOT DOGS (&#34;a meal in a bun&#34;) on Ogden Avenue in Cicero, Il.
But I digress.
Franky&#39;s is a re-purposed &#34;Dog N Suds&#34;. As a youth, I LOVED &#34;Dog N Suds&#34;. There was a period about 15 years ago, they started to appear again. I won&#39;t say I bought my house (The esteemed and Stately Breakwind Manor) on the basis of a nearby NEW Dog N Suds, but such a condition did not hurt the decision. 
The oddity is, I never liked the food, nor the Root Beer, at Dog N Suds. Maybe it was the &#34;drive in&#34; aspect, and the squawk-box communicators that held me in thrall. Dunno. For the record, the adjacent DNS closed up shop shortly after we moved in, and after a few shite meals, the novelty of the drive in wore off anyway. 
Which brings me around to Franky&#39;s.
It ain&#39;t no &#34;Dog N Suds&#34; no more. The Parking lot squawkers are gone, replaced by a garden-variety drive-through window. A rather massive menu greets you as you round the rear of the building.
As I was forced with &#34;Dinner-In-The-Car&#34; that day, I switched to my requisite order: A Plain Hotdog, and a plain Italian Sausage on a hot dog bun.
What sort of against-the-grain fuckery is that kind of order, you may very well ask?
Easy-it is nigh impossible to eat a full-regalia Chicago Hot Dog while at the wheel. Well, you can, if you want to wear the whole mishegoss on the front of your shirt. Same with the Salsicc&#39;. On a Turano Roll, with Beef gravy, Sweet Peppers and Hot giardinara, you have various disjecta membra, all with multiple staining potential (plus the flaky flaky crumbs from the crisp Italian Baguette) ready, willing and able to permanently soil your togs, and insure your meeting someone quite influential shortly after it occurs.
A Plain Hotdog in a hotdog bun, can be eaten in the wrapper with close to total confidence. Nothing is going to shoot out of your sandwich reminding you of a porn stars ultimate issue, only to leave a tell-tale trail on your shirt, or even more dismal, your tie. A self-contained weenie is easy to manage.
The masterstoke here is the Italian Sausage on the hot dog bun. In Chicago, the bun is invariably steamed, so it conforms to the sausage&#39;s shape. No peppers, no juice, no nothin&#39;. Meat and Bread. Again, easy to manage and perfect for an on-the go feed.
The downside here, is you taste the meat, and little else. As the Chicago Hot Dog bun is only a method of culinary delivery, it&#39;s taste potential is practically inert. If there ain&#39;t nothin&#39; goin&#39; on in the middle of those buns, then you might as well have stopped at Staples and picked up a bag of Styrofoam packing pellets to munch on.
But if the meat is happenin&#39; you&#39;ve got a meal. So much emphasis is place on the toppings, one can lose sight of how tasty a good Chicago Frankfurter Sausage is. I said a good one. It has to be at least Vienna. And that&#39;s putting the low end pretty high. If you can find a Kosher dog, so much the better. I used to like David Berg. but Kosher Zion are fab. Jerk-off cost cutters get pale, insipid tubes of bland ecch-meat that would even be improved by ketchup, which, as even second-graders in Chicago know, is a basic crime against humanity. A solo good-quality frank in a bun has a simple elegance that one can appreciate.
The hazard increases for the Italian Sausage. Get a mushy or off-spiced one and it will make you sorry you didn&#39;t stop at McDonalds. But get a good one, where, in an inert frame as it is in a hot-dog bun, and the flavor will jump out and you will not miss all the usual accoutrements. 
In both cases, here Franky&#39;s hit the note. A fine quality Frank, and a succulent, spicy Sausage. They threw in a large portion of fresh-cut fries that needed more salt than I had on hand (I was driving, give me a break), but they were also of fine quality. 
This joint is nowhere in my neighborhood, but I have, on occasion, a need to traverse the route that takes me past Franky&#39;s front door. Next time, I will plan on enough schedule to stop inside and try this stuff in full mufti. I&#39;m expecting a fine feed.",15/05/16,569,3,1,5,-96,7.399400000000002,6.590999999999999,2.165,42.245,No,4504
frankys-st-charles,John M.,sV1BzNdP7idxsvs2vkopng,4AI0iKPIhkJaDXndiW3O0w,"For what it is (grill fare), they do good job. Extremely reasonable prices and always speedy.",12/03/16,14,4,1,1,3,0.4404,0.244,0.0,1.756,No,93
frankys-st-charles,Autumn B.,QvMp7H-xWFB1Q4ehIFG1lA,mXIi6GKiBIHyH1uLHfj-sg,"Lady at the window is rude. Paid nearly 8 bucks for a pizza puff, fry and drink.  Fries were bland and pizza puff tasted like it was fried in old grease and left there too long. Won&#39;t be going back.",28/08/15,29,2,1,0,-12,-0.09759999999999996,0.122,0.375,3.503,No,202
frankys-st-charles,Dan B.,3JEwItoTcx_gWjuFAn2TMg,nNbFkqkF4aY91SUiz8TSjg,"Not too long ago a friend of mine notified me that a new hot dog place had opened up on his commute to and from work while going through St. Charles. This weekend we finally had the opportunity to visit this new hot dog place and once I stepped inside it immediately looked rather familiar. The sign on the place said Franky&#39;s and I soon realized I had been to a very similar looking establishment in Addison some time earlier. After a quick look at the menu it was clear that these two places were related. This Franky&#39;s is a bit different than the Addison location in that they have a drive-thru. 

I placed an order for a hot dog, and since I was particularly hungry something called a Pizza burger. For a place with a drive-thru this was a long wait (nearly twenty minutes) and when my food was finally out I was rather hungry. I made my way over to the soda fountain, poured myself some water. Snapped a few pictures and it was time to dig in.

The first thing I tried was the hot dog. The hot dog here was on top of some fries, the fries were greasy and bland. They weren&#39;t too salty, and had some soft potato paste inside. They just didn&#39;t have much taste to them at all, I had a few and then went for the hot dog.

The hot dog was rather sloppily prepared. The back side of the bun had become detached, so the top and the bottom of the hot dog were disconnected causing it to slide around when eating. Immediately noticeable to me was fact that the pickle here was slightly larger than the dog itself. I took my first bite and immediately tasted a pickle sandwich. After removing the pickle from the hot dog, the situation improved quite a bit and this would have passed for an above average hot dog most places in terms of taste. But with the back having fallen out it was still difficult to eat. The sausage used here was skinless, the usual mustard, onion and relish were well applied but the tomato slices were also thick and uneven. There was no sport pepper or celery salt on this hot dog.

Next it was time to try the Pizza Burger. I&#39;ve had pizza burgers at other places in the past with pretty good results. Unfortunately this pizza burger was not a pretty good result. I wouldn&#39;t say it was bad, I would say it was average. The bun was nice and soft and the beef was good. The pizza sauce they used was bland and tasted more like crushed tomato than pizza sauce. If I had to compare the sauce on this pizza burger to real pizza in terms of flavor, this was generic frozen pizza sauce having been unfrozen.

Overall the hot dog here despite being sloppily made actually tasted pretty good with the gargantuan pickle removed. I think from this visit this Franky&#39;s is a bit worse than the Addison location. They also sport the tag line &#34;Frankly the Best&#34;, my reply to that is &#34;Frankly you&#39;re nothing special&#34; which is why I&#39;m giving them three stars. If you have a lot of patience to wait for average quality food then this is the place to go. It&#39;s clean inside, not bad and not great.",18/03/14,332,3,1,3,-34,2.0809999999999995,2.5780000000000003,2.099,28.323999999999998,No,3055
frankys-st-charles,Dude R.,qfVBNMasq3UnZJEJlWe2Sw,gwqJX3r_0LVPk5jYMWdsAg,"Ordered the ribs. Sauce was good, but the ribs were way overdone and chewy. Coleslaw and garlic bread were packed in with ribs. Coleslaw= warm and garlic bread was soft and chewy. The fries were a bit overdone as well, but were ok. 

I&#39;ve ordered 2 times before and asked for bacon on my cheeseburgers and both times they forgot to put it on.

 I gave them a few chances with the food there and at this point, I don&#39;t believe it&#39;s worth spending money on in the future. Not recommended.",18/09/15,53,2,1,1,-4,0.8667,0.566,0.6849999999999999,5.749,No,498
