business_id,username,user_id,review_id,review_text,review_date,total_words,review_rating,cal_affin_rating,cal_valder_rating,affin_word_score,cal_valder_compound,cal_valder_pos,cal_valder_neg,cal_valder_neu,need_inspection,no_of_text_chars
shophouse-southeast-asian-kitchen-schaumburg,Lefai K.,WJOjqOmrM2jJxwrlqHIK9w,ScOYq0EtDzAhjmMYjlCwhg,"Sadly, as of Nov 11th, I heard Chipotle is planning to shut er down, so I had to check this place out.

I wish I came here earlier -- the concept is pretty much fast-casual, where you pick your base (noodles or rice) and your proteins and toppings. I like places like this because they have a really good nutrition calculator online so if you&#39;re health-conscious like me, you can always look up what you&#39;re getting. I got the Pork &amp; Chicken Meatballs with thai chilli sauce. It was absolutely phenomenal. The staff there were super nice and explained everything, considering it was my first time there.

Sad to see this place go, it&#39;s definitely better than your Panda Express.",11/11/16,79,4,1,3,8,2.2865,1.161,0.29400000000000004,5.545,No,693
shophouse-southeast-asian-kitchen-schaumburg,Susan L.,Z6UZvxZDgDsFn-f54QDzpQ,zHaHrjPa4uiTKzuwZrb-ng,"Delicious! I&#39;d heard of this southeast Asian concept chipotle a few years ago when it was in the works. Didn&#39;t realize that there was one so close to me - finally got to try it today! 

It was a nice change in flavor - I made my own bowl and got half meatballs/half chicken over brown rice, with green beans, red curry, crispy garlic and herbs.   The curry was definitely fairly spicy. My friend got the shophouse bowl which had green curry - also delicious. We tried the spring rolls which were pretty good as well.

Obviously not &#34;authentic&#34; southeast Asian food, because you kind of get to create your own thing but with ingredients that could be found in SEA food. That being said, nobody calls Chipotle &#34;authentic&#34; Mexican food so why should this be any different? Who cares, it tastes good!",28/08/16,96,5,2,4,24,3.8964000000000003,3.094,0.0,6.906,No,820
shophouse-southeast-asian-kitchen-schaumburg,Donovan L.,waZI4LvTy9pm7dCOvh4-vg,1DV90vSfUNBtL-8nS_ntgg,"First thing I did upon returning to Chicago in 08 Years was to visit all the food place we don&#39;t have in California. Asked my Ex-roommates whats the latest !!!

This place is like back in California.) .Have the option to fill your Bowl with Healthy Options..Salad, Rice, Brown Rice or Noodles to start with...then you add the meat, Vegetables, Sauce....

Kudos loved this place",13/08/16,50,5,2,2,17,1.2332,0.578,0.0,3.4219999999999997,No,381
shophouse-southeast-asian-kitchen-schaumburg,Eric S.,rkdE06BbheP4gEhb3ooH0w,pE6EXps_Yn8iWSgQXv9wFg,"Everyone be try&#39;na CURRY favor with me.

A pair of freebie lunch cards were burning a hole in my wallet, so I had no qualms about cashing these in on the last Sunday in July.

For the longest time, I always thought of these guys as the &#34;Asian Chipotle&#34;.  So it made all too much sense when I learned that ShopHouse&#39;s parent company is, in fact, Chipotle.  The build-your-own food format is the same, the look and feel of the restaurant&#39;s interior is similar, even the friendly staff are on-par with those at the Mexican variant.

The vouchers -- from an Elite event back in mid-February, hey hey! -- were good for a free bowl of whatever.  So we worked our way down the line and built our entr̩es as we saw fit.  Neither LeAnn P nor myself found the chilled rice noodles to be an appealing &#39;base&#39;, so she got brown rice instead.

I went with the steak laab, which wasn&#39;t a great choice, as I wound up eating literally everything except the meat, which was coated with something unexplainable and crunchy (toasted rice?)  Meat shouldn&#39;t be crunchy.  Like ever.  Maybe next time I&#39;ll remember my mistake and opt for the meatballs instead.

All the others toppings and accoutrements were great; even the red curry tasted fine with the roasted green beans and pickled vegetables.  LP enjoyed her selection more than I did mine.  Their mango-coconut mini dessert was just as adorable (and tasty!) as I remember from a previous visit.

I was more than a little bummed that their beer on tap (Daisy Cutter, a personal favorite) couldn&#39;t be served to me, because no employee working there was over 21!  State laws are all fine and good, but when daddy can&#39;t get his 3pm drink on, sh*t doesn&#39;t bode well.

Fortunately, we got comped not only a bottled ginger ale and a fountain beverage, but ALSO one of the mango-coconut rice parfaits for the inconvenience of being denied alcohol.  That was nice of them (and frankly, the act of generosity saved their butts a star).

Bread = 3.5
Circuses = 4

Their wall of Sriracha is a saucy sight to behold (teehee), and the dining area was kept clean of any garbage.  Employees were chill.

Recommend?  Sure.

But I wasn&#39;t exactly BOWLed over.",01/08/16,262,4,2,5,31,4.1425,5.388,0.7699999999999999,19.841,No,2231
shophouse-southeast-asian-kitchen-schaumburg,Jacqueline B.,zKY6NM9CxxWxcY5JJXUB7g,4IwdX7CJx_UM8OtqgRrwLg,"A-OK Shophouse! Fast casual is always a win in my book and this place does a great job.

Service is fast, friendly, and helpful. ShopHouse is owned by Chipotle so their concept is similar. They offer a menu you can select from or you can create your own bowl. It&#39;s southeast Asian cuisine, which is new to me but it&#39;s pretty good.

My first go around I went with their spicy noodle bowl because I love spicy foods. I must warn you (just like I was warned), this spice is no joke! The flavor was great, but it was a heat where you either had to just keep eating or drink a lot on between bites! Honestly, too hot for me.

Second time around I got smart and decided to create my own bowl. That way if it was too spicy I only had myself to blame right? Right. Well I ended up avoiding the heat all together and went with a peanut sauce, but my combo was very good: jasmine rice, chicken, beef, pickled veggies, slaw, garlic, peanut and vinegar sauce.

I love that their meals come with a spring roll. If you&#39;re ever thinking about getting dessert, do! They offer a coconut parfait that is delicious.

Overall a good fast casual restaurant. Friendly service, reasonable prices, and a great location. It&#39;s to be noted that they offer beer as well. ShopHouse is nothing I&#39;d go out of my way for, but if I&#39;m in the area it&#39;s a nice quick food option.",10/06/16,170,3,3,5,67,9.097599999999998,5.6129999999999995,0.428,14.959,No,1371
shophouse-southeast-asian-kitchen-schaumburg,Nicole W.,qlC607Cyp0Mj91vDFvkp3Q,LhwMbpUWiV0NjDKX0aw8aw,"ShopHouse was a fine, quick casual lunch. It wasn&#39;t remarkable, it wasn&#39;t subpar, it was just *fine.* 

The service was quick and friendly and I love me a fast casual restaurant. The space itself is on the smaller side but lends itself well in location and concept for plenty of hungry Schaumburgers (is that a word?) seeking a fast Asian inspired lunch. 

The options, just like its parent company Chipotle, are fairly limited. I choose with the peanut chicken rice bowl - I&#39;m a sucker for peanut sauce anything. The bowl itself wasn&#39;t overly stuffed and while I definitely had enough food and more, don&#39;t expect gargantuan portions that you&#39;ve witnessed at Chipotle. While the items in the bowl tasted pretty fresh, there wasn&#39;t much pizazz and the peanut sauce wasn&#39;t overly flavorful. 

Schaumburg has its fair share of both fast casual and fantastic Asian cuisine. While ShopHouse is a fine addition that broaches these too categories, there are plenty of fast casual and Asian eats that do a much better job on the flavor scale.",18/05/16,115,3,2,4,49,3.8760999999999997,2.786,0.608,7.607000000000001,No,1066
shophouse-southeast-asian-kitchen-schaumburg,Jennifer P.,bDXSrl19qIe0Hb-cZcCJ5A,LAq8Q3HphFRaLYjQVvpiCQ,"I probably wouldn&#39;t have gone out of my way to try ShopHouse, but I&#39;d gotten a few freebies from a Chipotle-related promotion, so that expedited it on my &#34;To Try&#34; list.

In short: 
IMO the flavors are SUPER MILD (fyi, my threshold is &#34;mild-to-moderate&#34; heat).

If you want a dish with ANY spice, I suggest the Red Curry sauce, PLUS get the chilies on the side!

_____________________________________________

Bowl #1 w/Tamarind sauce:

chilled rice noodles, chicken satay, squash with Thai basil, green papaya/cucumber slaw, Tamarind sauce, and crispy garlic.

Verdict: 3/5

Holy minescule amount of chicken! The bowl was VERY noodle-heavy without enough chicken to balance it out.

The Tamarind sauce lent a very light, somewhat tangy flavor. I couldn&#39;t taste the garlic.

Spice? What spice???
NONE of the ingredients contributed even a minescule amount of heat.

The ONLY plus is that the bowl is so &#34;light&#34; that I ate the whole thing - before a pilates class, no less - without feeling like a glutton.
____________________________________________

Bowl #2 w/Green Curry sauce:

brown rice, steak, green beans, green curry sauce, pickled veggies, fresh chilies on the side (exceptttt they gave me this green stuff - not the pretty red chilies showcased in everyone else&#39;s pics..)

Verdict: 4/5

There was more meat this time, so the bowl was FAR more balanced than my first.  I liked the flavor of the steak - both that and the beans were lightly charred, but no &#34;burnt&#34; taste at all.  

Flavor-wise, it was fine, but had hardly ANY spice.  The green curry lent a VERY mild heat; anyone who likes even a remote amount of spice will want to add the chilies or Sriracha. I added the green chilies and it was soo much better!
_____________________________________________

Bowl #3 w/Red Curry sauce:

brown rice, steak, green beans, squash, red curry sauce, pickled veggies, and Herb salad, w/ green chilies on the side.

Verdict: 4/5

MUCH better flavor-wise! The heat was still on the milder side, so I&#39;m thankful I asked for those chilies again! This was my most balanced and generous bowl ingredients-wise. 


Soooo, during this bowl creation, I asked for pickled veggies and the worker accidentally put on papaya slaw. No biggie: I asked if she could just remove the slaw from the top and replace with the vegs. She said &#34;Ok,&#34; but the next thing I knew, she TOSSED the WHOLE BOWL in the GARBAGE and started a new one! WTH?! Apparently she was TOLD to THROW OUT THE ENTIRE BOWL!  Why?! If I had known before she pitched it, I would have just taken it. So wasteful!  Sheesh.
_____________________________________________

Service: 5/5
Each time I&#39;ve visited, staff was friendly and smiley.


Other:
I&#39;m a fan of their compostable containers. Make sure you transfer those leftovers to another container, though, because otherwise things get leaky.


Overall impression? 
Shophouse is the perfect example of a 3.5-star rating. It&#39;s a nice addition to healthier assembly-line fast food, but the scrimping on ingredients (and $1+ charges for additional veggies) will keep me heading back...

...to Chipotle.",28/04/16,409,4,2,5,21,7.015500000000001,4.9910000000000005,0.6679999999999999,30.343,No,3177
shophouse-southeast-asian-kitchen-schaumburg,Daniel Y.,dnKGVPEykp5HSTf0ycATNg,-6IEvFHtKQfY64XIIZ-Vmg,"When I heard that the brainchild of Chipotle wanted to do something similar with Asian food, I was excited. Fast, casual, and made to order? For $7 or $8 a bowl to boot?

It all sounds good on paper, but like the 2016 Chicago Bulls, it doesn&#39;t necessarily have the right chemistry. Shophouse says its food is influenced by SouthEast Asian cuisine, specifically Thai and Vietnamese.

I had the Shophouse Bowl, which had pork and chicken meatballs on top of jasmine rice covered in a green curry with roasted corn. The pickled vegetables (sliced carrots, radish) definitely come from the Vietnamese side while the curry is Thai. The meatballs were definitely a Chipotle Mexican Asian fusion.

While the mashup of ingredients tasted fine, I couldn&#39;t help but desire authentic Vietnamese or Thai. There just wasn&#39;t enough curry to cover the rice, and the meatballs were... well they were okay.

Warning for those that are sensitive to spicy dishes - Neely everything has a healthy amount of heat to it. I&#39;m someone who can handle the spiciest kimchi chigae, so I&#39;m no wimp.

Service was fast, friendly, and it seems all the lines have moved from Chipotle to Shophouse, at least during lunch.

Unfortunately, my stomach later regretted my choice of food. You can say that the empire struck back. Ugh. I think I&#39;ll hit up my local hole in the walls for the real deal and skip the regret my body felt from fusion confusion.",01/04/16,167,2,2,1,24,0.2093999999999996,1.691,2.509,12.8,No,1440
shophouse-southeast-asian-kitchen-schaumburg,Minh-An C.,p4dved0OUoh-lKaXSTdCXA,yfIXp1fOb7eWvpn5qpoj3g,"If you&#39;re not familiar with ShopHouse, just think of it as an Asian version of Chipotle. You get to pick what you want in a food assembly line like Chipotle but the food being offered are more Asian Fusion. It is a unique taste and very convenient for a quick food stop/lunch break. However, I am not a fan of the Americanized take to these Asian dishes. It is very healthy and I can tell that all the ingredients are made fresh, but it&#39;s just not like typical authentic Asian dishes that I am familiar with.

So you get to pick a base (white rice, brown rice, noodles, or salad); a type of meat (chicken, laab, pork &amp; chicken meatballs, and tofu); vegetables (broccoli, corn, squash, &amp; green beans); sauces (various curry sauces, peanut sauce, and tamarind sauce); and then garnishes. 

Overall, you can be very creative and add whatever your heart desires but if you&#39;re not sure what taste good with what, you can always play it safe and order a pre-made bowl. 

This location also serves beer and ginger ale sodas that are really yummy!

In conclusion, if you are looking for a quick food break and are craving Asian Fusion, this is the right place for you!",22/03/16,148,3,1,2,-18,1.4783,0.801,0.297,7.9030000000000005,No,1180
shophouse-southeast-asian-kitchen-schaumburg,Barbra F.,lrp6FVAdQZ7W3umanJ2rJA,M8u5XaSIGPkNE24_I1oOXA,"I wasn&#39;t really sure what to expect.  ShopHouse?  What does that mean?  Is it a restaurant or a store?  After checking out the website it is like a Chipolte but from Southeast Asian that has gluten free food.  Hurray.

The hubs and I had lunch here during the week.  The dining room is on the small side and you need to get really close to the people next to you if the place is packed.  Luckily there was enough room to have a one table buffer between us and the guy to our left.

The concept is common these days, stand in line, pick the options you want, pay, then sit and eat.  I got the chilled rice noodles, chicken satay, green beans, peanut sauce, pickled veggies, herb salad, green papaya salad, and thai hot sauce-bowl.  I also got an unsweetened ice tea and some spring rolls.  

The food was good.  I would say the flavors are a Thai-Vietnamese combo.  The price is pretty standard for fast service lunch places.  Two entrees, two soft drinks, side of spring rolls for $25.  I would come back here...maybe for a salad or rice bowl...further investigation is needed.",16/02/16,145,4,2,3,13,2.4349000000000003,2.262,0.375,14.363,No,1081
