business_id,username,user_id,review_id,review_text,review_date,total_words,review_rating,cal_affin_rating,cal_valder_rating,affin_word_score,cal_valder_compound,cal_valder_pos,cal_valder_neg,cal_valder_neu,need_inspection,no_of_text_chars
pho-an-heights-arlington-heights,L R.,WKWytN_fG-E3vM_NAfNTBA,SMGGI8LwURSyJkFw4RsR1Q,"This place is really nice!!  I love the modern decor, extremely clean and very inviting.  They paid attention to little details like water carafe on the table, sauces readily available on the table and the wait staff was nice, courteous and helpful.  I&#39;m not sure why people are complaining about the food cart, which is not at all loud and is pretty typical for Asian restaurants to use.  After reading some of the reviews, I was preparing myself for a loud noise and I barely noticed.

The food was really good.  We started with chicken wings which was very tasty, had the right amount of crispiness, perfect touch of salt and good sauce to accompany the wings.  I wanted another order immediately but had to save my appetite for the entree.  I also ordered Vietnamese coffee - usually served already made.  This place goes the extra mile with again, attention to detail.  They gave me one cup with full of ice and another cup where the coffee was dripping down inside the cup so it&#39;s freshly brewed coffee.  On the second cup, there was cream on the bottom.  Once the coffee finishes dripping to the bottom of the cup, you have to swirl around the coffee with the cream to mix it together and then transfer the mixed item to the other cup with the ice.  It was delish!  I love Vietnamese coffee and this did not disappoint.

Onward with the entree, we both had vietnamese noodle soup.  It is very flavorful and taste amazing, but it didn&#39;t seem like a traditional pho that we eat at the Vietnamese restaurant.  Regardless, we really enjoyed the noodle soup and would definitely be back to try other items as well.  I thought the price was very reasonable.  Please give them a try.  It&#39;s hard to find a good Vietnamese restaurant in this area so I&#39;m ecstatic that we have a good one!",28/07/16,197,5,3,5,72,7.0021,4.253,0.293,16.456,No,1805
pho-an-heights-arlington-heights,Elise M.,XhZx3Ao18CfFhj2eQmxP5A,2ZfDzwHSOyzYNM1Uy8-6ZA,"The food was delicious and the decor was excellent. Clean, hipster chic, good music and decor. The food was delicious, shrimp/avocado rolls, pork bahn mi and brisket pho all good!! The pork bahn mi is totally worth another visit. 

The bad: service was incredibly slow. When we were first sat, no one came to drop a menu or water. I don&#39;t know if it was because it was an off hour (2pm) or what- but the food would be worth going back to find out :)",16/09/16,64,4,2,3,12,2.3738,1.9700000000000004,0.6930000000000001,4.337000000000001,No,453
pho-an-heights-arlington-heights,Rafael B.,el4y9gGwxjcSyQgJXo6log,VcXXmXq6900m9fkIkrxehQ,"Neh... It&#39;s very blah pho place... When I got there it was about 230, I am sure lunch rush was just getting done.  However,  I walked in and all the tables where dirty and the floor was soooo sticky... Not sure what it was, anyways I used the bathroom to wash my hands and the bathroom was filthy too.. 

Okay, so I still had to try.. I ordered the pho combo.. Wow, came in a huge bowl and lots of broth.., but thats it.. Noodles was bear, the meat was none.. Basically 2 thin strip of meat.. For 9 bucks.. Wow, really..  

Go spend your money on a legit spot.. This spot is so weak.. I won&#39;t be coming back..",31/08/16,73,2,1,1,3,0.9604999999999999,0.21100000000000002,0.10999999999999999,1.6789999999999998,No,617
pho-an-heights-arlington-heights,Real D.,140atsfCIWJM5mYVogRZLw,293sKR9DgNr0rnrc_HEWrg,"The good:  Extremely comely place.  Staff very, very friendly and service was quick and attentive.  Menu straight forward and easy to follow.

The not good:  Very excited to try the Pho.  There are no good Pho places in the burbs.  We ordered the Seafood &amp; Beef.  Pho came out hot!  All the trimmings beautiful, plentiful and fresh!  I tasted the broth...stop...like a Korean soap opera...stop...come in for a close-up shot to my eyes...I tried to smile but the tears welled up and slowly rolled down my cheeks, diving into the broth below...no expression--just tears.  Not feeling that?  How about the Olympics, then.  You watch the lone competitor from the smallest country do a routine and they need to end it with a very big move.  They have a disaster.  You wince.  You cry inside.  They carry the country&#39;s hope on their tiny, tired shoulders.  Why?!?  Your lip quivers.  

Please Pho An, please.  Have the decency to arrange for a Vietnamese chef to taste your broth.  The broth is anything but Pho broth.  Why can&#39;t I give it 2 stars, huh?  Because the Pho broth must be respected.  Period.  The end.

We were seated across from an Asian family and my dining companion momentarily locked eyes with the father.  They were chewing together from across the small room and unexpectedly they both shrugged their shoulders as if to say, &#34;Hey, they tried.&#34;  We will be back to see if they had someone with a surname like Nguyen fix the broth.",27/08/16,179,1,2,2,31,1.6766000000000003,3.518,2.696,21.786999999999995,No,1463
pho-an-heights-arlington-heights,Su M.,rOIrilMC7VFwFVBeQNiKMw,cv9CI-H5iK-jTtJ2T4lHKw,"The place is nice and clean. I like how simple but modern the decor is.

As for the food, you will not be happy if you walk in with an expectation that you will get authentic Vietnamese food. For example, they do not serve tripe and meatball for the pho. So if you&#39;re a fan of those things, you&#39;re out of luck. I normally get only the rare meat, brisket, and tendons anyway so I was fine with the choices. I liked the broth, it is less greasy and still has good flavor. 

The spring rolls, although similar, wasn&#39;t what I normally see at other Vietnamese restaurants. There&#39;s more vegetable, which I liked. I did not like the sauce very much though, there was too much peanut butter. I mixed the sauce with sriracha and hoisin.

The wait staff is nice and polite.",18/08/16,86,4,2,3,45,2.6545,2.398,0.26,9.342,No,779
pho-an-heights-arlington-heights,Mark D.,XYgEjfW8TFVYXzZCj9AhAw,35zxMJTinbUEGLVmB_JRwQ,"Was excited to try this new restaurant as I have really been enjoying vietnamese cuisine. Was fitted right away on a Friday evening by friendly staff. If you have questions about the menu, your server is very willing to answer them. I was excited to see Kimchi on the menu as I have never had it and it was only $1.00 which made it a deal for me. I decided to try something new for an entree and had the BUN BO XAO which is basically a salad with lots of vietnamese goodies on it. Absolutely delicious. I can&#39;t wait to go back again and try their Pho and BIBIMBAP. Very nicely decorated and very affordable.",02/10/16,63,5,2,3,25,2.6632000000000002,1.8820000000000001,0.0,6.118,No,611
pho-an-heights-arlington-heights,Lotus Y.,Dh2_bY2ZnbWVcMGMYfxO_A,OnRqY61l_uWX-rRM6ehA8Q,"Great new place in AH! The spring rolls are good, pho is excellent and the bahn mi is real good too. They&#39;re kind of easy to miss though because the signage is not great. It&#39;s where the old La Roca used to be.",27/08/16,28,4,2,2,13,1.2026,1.094,0.28,2.626,No,217
pho-an-heights-arlington-heights,Erin B.,9UKRZGWUlc2iNrqBBk3I1Q,ayaUZMxPz8mBHWL_VqXPeA,"I call this place &#34;Vietnamese light&#34;. Only a few various items of each type (pho, bahn mi), in addition to a smattering of Korean items. This is Arlington Heights&#39; first Vietnamese restaurant and I hope it stays open. The beef pho is very delicious and it does the trick when I really want pho and don&#39;t feel like driving to Hoffman Estates or Uptown. My husband ordered the bimbimbop and felt the portions were way smaller than any Korean restaurant he had ever had the same dish and was still hungry afterwards. 

I have been here twice and I am glad they took my suggestion to play music because it was dead silent without it. The service could be friendlier; I find the waiters to be cold and impersonal. I think they are still working out the kinks but will be back for the pho.",16/07/16,86,4,2,2,34,1.1508,0.7749999999999999,0.40700000000000003,6.8180000000000005,No,799
pho-an-heights-arlington-heights,Nancy J.,Czkti1vAI_QNuxDBWuyUJA,bfx98CLKygbJMPvtN3cbLw,"1st time customer, I&#39;ll be back!  Restaurant was clean &amp; modern, waiter was nice, prices good &amp; food was tasty. I went there with a friend &amp; we both thought that the Pho portion size was larger than expected. 
Pho-nomenal...Check it out pho yourself! :)",15/09/16,35,5,2,2,16,1.7652999999999999,1.659,0.0,3.3409999999999997,No,269
pho-an-heights-arlington-heights,Somchai S.,px4jN8rnr3scYy-E5PEjPg,-4OSoJwtzynxm-Vt8njBcg,"Stopped by for lunch on a weekday. This place is nicely decorated and the service is fast and friendly. I understand this is a new business so I will be more lenient with my review as they are probably still working out the kinks. 

What we ate:
1. Spring Rolls - Taste and dipping sauces were good. They did have less meat in them than other places.
2. Shrimp &amp; Avocado Rolls - First time trying these, but they were delicious!
3. Bulgogi Bahn Mi - Really disappointed here, the baguette was soft and had no crunch. I honestly did not even finish half and the pate tasted weird.

If you are looking for Vietnamese food that has been modified for the American palette, you might enjoy this place. I cant take a Vietnamese restaurant seriously if they do not offer the standard bahn mi sandwiches: grilled pork, or one using specific deli meats. 

If you are looking for authentic and vibrant flavors to fill your tongue, you should go elsewhere. I&#39;m not sure if AH is ready for real authentic Vietnamese food... but this will be a good introduction for others.",22/06/16,117,3,2,4,28,3.1337,1.788,0.8340000000000001,9.379,No,1068
pho-an-heights-arlington-heights,Melissa S.,Oec-TcRNboMd1PJEFG9IaA,t8KvC9vccOWkcz_cBkr2lQ,Love this place! The pho is delicious and we soon learned -- great for colds! Service is great and quick. Our first visit was in September and we have already been 4 times.,08/11/16,20,5,2,3,15,2.1384,1.645,0.0,2.355,No,172
