mariscos-la-corita-los-angeles,Esperanza H.,Iz9FTq7glzRL3hgnwM3jrw,"Los Angeles, CA",0,1,1,0,293,FXWQ_Qr-TeSluRc6hktK9g,5.0,2016-09-16,"Delicious sea food 
First time here. We had empanadas de Camaron ,Tostada de ceviche and Caldo de pescado . It was delicious .
Service was great . We are defetnetly coming back ."
mariscos-la-corita-los-angeles,Alida R.,duRuzZ-GitlP34qyW8s1OA,"Indianapolis, IN",1,1,0,86,3,zoscEewdxAzzeWTcs1k7gw,3.0,2015-12-18,"The good: the food is amazing -- the shrimp tacos and ceviche are absolutely phenomenal.  And the prices are stellar!  There&#39;s also a big parking lot that&#39;s easy to navigate, and outdoor covered seating.

The bad: I&#39;m pretty sure the employee working the register tried to steal $10 from me.  The prices weren&#39;t clearly listed on the menu, and my items weren&#39;t entered into a register when I ordered a tostada and a taco or two  at the counter.  I&#39;m white, and it was clear from fact that I was talking to my partner in English that I&#39;m an English speaker. The guy behind the register told me the price in Spanish (&#34;ocho&#34;, or $8.)

I handed him a $20 bill.  He handed me back two dollars.  I got his attention, said &#34;doce, por favor&#34; (12, please), and held up the $2.  He quickly got $10 and gave it to me, without saying anything. 

Perhaps it was an honest mistake; maybe he thought I had given him a $10 instead of a $20. And maybe he didn&#39;t say anything because he didn&#39;t speak English, and didn&#39;t think I would understand him if he spoke Spanish.  Or perhaps the guy was trying to trick a gringa out of $10.  So, be warned: count your change!

That being said: the food was good enough (and for such an awesome value) that I would happily return, in spite of the mix up/attempted petty theft.  But beware of the prices, especially if you don&#39;t speak any Spanish."
mariscos-la-corita-los-angeles,Beatriz S.,9imPyp6IYYsNZ1coid5Jqw,"Los Angeles, CA",0,1,0,1,2,DDoLfkK7i2vTPtLv4e6inA,5.0,2016-01-31,"I finally got to try this place my boyfriend has been talking about for months...and it was delicious! He along with his family have been customers since they had their food truck. We ordered our food to go and everything was packaged great. Our order for 5 people was made perfectly and on this rainy Sunday it hit the spot for us all. Next time we go I&#39;m going to try the robalo, which is grilled to perfection ~ it&#39;s only sold on Saturday and Sunday. I highly recommend this restaurant! 

Tip - you can bring your own beer"
mariscos-la-corita-los-angeles,Vidal M.,HPUuYkbSIRRFl1qNBRxmpw,"Los Angeles, CA",0,1,0,14,19,-clq2Gtsp5rG_Cc7g0RW2w,5.0,2016-10-16,"amazing spot. been coming here for years!
fish tacos are the best. the grill fish is a good wait. camarones a la diabla are good. shrimp empanadas are nice. good for the price."
mariscos-la-corita-los-angeles,Araceli E.,OJFIYttyYudjeGdG9IAJBg,"Lynwood, CA",0,1,0,1,130,XhUq7OLJnm8aKV-sGTNiTQ,5.0,2016-09-12,So this place was recommended to me by my sister. I am extremely picky with sea food. My first time around I got 2 shrimp tacos 1 tostadas de ceviche and a large chimichanga for my boyfriend and I. I didn&#39;t know how big the tacos were and we got stuffed! If you go here you must try the chimichanga it is bomb! (don&#39;t forget to add avocado) :)
mariscos-la-corita-los-angeles,Yesenia E.,IeBeL9veU1Tc-WyQY3GuIg,"Marina del Rey, CA",1,1,0,25,119,fBjRM8lqtBdNMiFg0fG7Xg,5.0,2015-11-01,"Hidden gem. Was craving sea food, and found this place on Yelp. The restaurant was spacious, very friendly staff. 
The food was delicious. We got a ton of food for a good price. The sea hood was fresh. Absolutely deliciousssss"
mariscos-la-corita-los-angeles,Itati V.,abCE_9f_K3FBX7VimcBNlw,"Los Angeles, CA",1,1,0,16,3,0UY9pd50GEZmX9eIl_If5A,4.0,2016-05-20,"Went here yesterday afternoon to satisfy my aguachiles craving and was disappointed. Aguachiles are traditionally very spicy and I didn&#39;t even flinch with these. It was like eating raw shrimp with lime juice. My jamaica was perfect and so was my friend&#39;s horchata. The fish and shrimp ceviche was amazing. A jamaica and the aguachiles came out to $17 so that&#39;s kind of pricey and not worth it considering I didn&#39;t get anywhere near full. This morning I noticed I got charged twice so I would probably never go again.  The reason for the four stars is the kind service, the jamaica and the ceviche."
mariscos-la-corita-los-angeles,Nanny M.,wmYQ1abHGuHwLLD_KbtiEA,"Los Angeles, CA",0,1,0,24,11,s8yBJJ3iU0mhRRmTjCuurw,4.0,2016-09-17,"Delicious chimichanga, when it&#39;s for my husband I ask for no Jaiba I think they are too busy and forget other than that service is fast and efficient! I always order through phone then take out."
mariscos-la-corita-los-angeles,Liz Y.,vjVlsbvCqoNRBj5gtjmQ_A,"Los Angeles, CA",0,1,0,21,21,0T93AWD1Z7fh6oeNOaXltQ,4.0,2016-01-20,"I really liked this spot.... empanadas de camaron and cóctel de pata de mula was bomb 
I will come back and recommend to everyone 
They were very friendly and very polite"
mariscos-la-corita-los-angeles,Natasha L.,8tMgdP9eiF85xT81MYgdrg,"Cerritos, CA",0,1,0,77,2,iFe7icHp3hDRXKHi_su6RQ,1.0,2016-06-23,"If I could give zero stars , I would.  Most disgusting seafood I&#39;ve had.  Ordered aguachiles (extra spicy ) , coctel de Cameron y pulpo and mojarra.  Everything was under salted and had no flavor.   Not even the lemon was juicy.   The avocado on the aguachiles  was hard and not ripe yet.  Ridiculous they would serve this crap.   The fish was bland and the fries soggy.   Don&#39;t waste your money or time."
