user_id,user_name,user_location,user_tagline,friend_count,review_count,photo_count,five_start_count,four_start_count,three_start_count,two_start_count,one_start_count,useful_review_count,funny_review_count,cool_review_count,stats_dict,compliments_number,yelping_since,other_info_dict,elite_status_count,user_cities_dict,user_city_count
SXWpYm5DRd0uGmYLoxfl9Q,Damien E.,"Sugar Grove, IL",,2,38,4,23,9,0,3,3,37,10,8,"{'Firsts': '1', 'Review Updates': '2', 'Tips': '2', 'Followers': '2'}",0,December 2013,"{'Location': 'Sugar Grove  IL', 'Yelping Since': 'December 2013'}",0,"{'AR': 1, 'IL': 29, 'BC': 2, 'TX': 3, 'Te': 1, 'WI': 1, 'MN': 1}",7
T0OvHGYz9aGulHZ4bWrrsQ,Genni O.,"Chicago, IL",,4,38,14,13,3,6,4,12,67,38,9,"{'Review Updates': '1', 'Bookmarks': '5', 'Tips': '1', 'Followers': '1'}",3,May 2009,"{'Location': 'Chicago  IL', 'Find Me In': 'Pilsen', 'My Hometown': 'Chicago', 'Yelping Since': 'May 2009', 'Things I Love': 'Sushi'}",0,"{'FL': 1, 'NM': 2, 'IL': 34, 'WI': 1}",4
8cSEHjv7wt9hnh8YiuiPUg,T M.,"Lisle, IL",,0,7,0,1,3,0,2,1,6,2,0,"{'Bookmarks': '2', 'Tips': '1'}",1,December 2012,"{'Location': 'Lisle  IL', 'Yelping Since': 'December 2012'}",0,"{'IL': 5, 'HI': 2}",2
Qbc96rkItXYpo6vIokBTpA,E K.,"Warrenville, IL",,0,9,0,3,1,1,1,3,9,2,1,"{'Firsts': '1', 'Review Updates': '3'}",0,July 2012,"{'Location': 'Warrenville  IL', 'Yelping Since': 'July 2012'}",0,{'IL': 9},1
tFdfHifb9t5OzMMmLJjvKA,Afzal ozman A.,"Naperville, IL",,0,19,1,5,4,1,3,6,11,16,1,"{'Firsts': '1', 'Bookmarks': '3', 'Tips': '4'}",2,March 2012,"{'Location': 'Naperville  IL', 'Yelping Since': 'March 2012'}",0,"{'QC': 1, 'MI': 1, 'IL': 17}",3
OETwxGEspfedEXzh_KCdfg,Andrew P.,"Naperville, IL",,6,5,0,0,2,1,0,2,8,0,0,{'Tips': '1'},0,May 2014,"{'Location': 'Naperville  IL', 'Yelping Since': 'May 2014'}",0,"{'IL': 4, 'WI': 1}",2
VjoRz9a4oAGmd5ybP3ltQw,Greg T.,"Evergreen Park, IL",,2,9,0,1,4,0,0,4,11,0,2,"{'Bookmarks': '26', 'Tips': '1'}",1,October 2012,"{'Location': 'Evergreen Park  IL', 'Yelping Since': 'October 2012'}",0,"{'MI': 1, 'IL': 8}",2
nlRHtLjM8-Dy_JZ1iv_d2A,Kaylea R.,"Chicago, IL",,0,3,0,0,0,0,0,0,0,0,0,"{'Lists': '1', 'Bookmarks': '1'}",0,May 2013,"{'Location': 'Chicago  IL', 'Yelping Since': 'May 2013'}",0,{'IL': 3},1
5MCdM4cNvB1hOozvp1YJNw,Bridgett J.,"Westchester, IL",,18,11,1,1,4,2,1,3,2,3,0,"{'Bookmarks': '38', 'Tips': '1'}",1,July 2014,"{'Yelping Since': 'July 2014', 'Things I Love': 'puppies  Caribbean food  movies  pokeno  skating', 'Location': 'Westchester  IL', 'Find Me In': 'Belize  Oak Brook  IL', 'My Hometown': 'Chicago  IL', 'When I’m Not Yelping...': 'I take care of my dogs'}",0,{'IL': 11},1
zJSvLu-FO6PBCU8DgVZskA,Jim D.,"Marietta, GA",,0,23,0,19,4,0,0,0,7,3,2,"{'Review Updates': '2', 'Bookmarks': '4', 'Tips': '1'}",0,August 2009,"{'Location': 'Marietta  GA', 'Yelping Since': 'August 2009'}",0,"{'OH': 1, 'MI': 2, 'IL': 1, 'GA': 12, 'MA': 2, 'FL': 2, 'NC': 2, 'CO': 1}",8
